"codenservicio_mat","nombre_mat","fecha_inicio","cantidad"
"2211","MODULO TALLER EXTENSION ING.AMBIENTAL 2","2022-08-01","5"
"2216","TUTORIAS ENTRE PARES 1","2022-08-01","14"
"2217","TUTORIAS ENTRE PARES 2","2022-08-01","14"
"2218","LABORATORIO DE MECANICA DE SUELOS","2022-08-01","6"
"2232","CAMINOS Y CALLES 2","2022-08-01","35"
"2246","SEGURIDAD EN LA CONSTRUCCION","2022-08-01","36"
"2247","GEOESTADISTICA APLICADA","2022-08-01","22"
"2256","ELEMENTOS DE INGENIERIA AMBIENTAL","2022-08-01","101"
"2258","INT. AL SISTEMA CLIMATICO","2022-08-01","2"
"2315","INT. A LA INGENIERIA SANITARIA","2022-08-01","34"
"2316","TRATAMIENTO DE EFLUENTES","2022-08-01","6"
"2321","LABORATORIO DE TECNOLOGIA DEL HORMIGON","2022-08-01","10"
"2352","PROCEDIMIENTOS CONST. OBRAS VIALES Y SUELO","2022-08-01","38"
"2356","MAMPOSTERIA ESTRUCTURAL","2022-08-01","8"
"2359","PUENTES","2022-08-01","27"
"2368","RESISTENCIA DE MATERIALES 1","2022-08-01","37"
"2375","INT. A LA CORROSION DEL HORMIGON ARMADO","2022-08-01","16"
"2379","LABORATORIO DE RESISTENCIA DE MATERIALES","2022-08-01","14"
"2380","MET. COMPUT.APLIC.AL CALCULO ESTRUCTURAL","2022-08-01","23"
"2384","ESTRUCTURAS DE MADERA","2022-08-01","29"
"2388","ORDENAMIENTO TERRITORIAL 1","2022-08-01","8"
"2395","HORMIGON ESTRUCTURAL 2","2022-08-01","34"
"2396","OBRAS HIDRAULICAS","2022-08-01","12"
"2398","TECNICAS DE DESCOMPOSICION EN PROGRAMACION MATEMATICA","2022-08-01","7"
"2400","PROYECTO TRANSPORTE 1","2022-08-01","4"
"2407","PROYECTO, PLANIF. Y CONST. DE OBRAS 2","2022-08-01","12"
"2413","INT. A BASES DE DATOS","2022-08-01","50"
"2416","INT. A LA INGENIERIA DE PRODUCCION","2022-08-01","63"
"2418","INGENIERIA DE ONTOLOGIAS","2022-08-01","24"
"2450","PASANTIA (CIVIL)","2022-08-01","19"
"2507","TRANSPORTE FLUVIAL Y MARITIMO","2022-08-01","7"
"2508","TRANSPORTE AEREO","2022-08-01","7"
"2510","INT. AL TRANSPORTE","2022-08-01","55"
"2511","TRANSPORTE URBANO","2022-08-01","3"
"2603","MAQUINARIA NAVAL","2022-08-01","6"
"2604","TEORIA DEL BUQUE","2022-08-01","1"
"5507","INSTALACIONES ELECTRICAS","2022-08-01","95"
"5511","PROYECTO DE INSTALACIONES ELECTRICAS DE BAJA Y MEDIA TENSION","2022-08-01","8"
"5519","ENSAYOS ELECTRICOS Y EQUIPOS DE MEDIA TENSION","2022-08-01","3"
"5520","TRANSPORTE DE ENERGIA ELECTRICA","2022-08-01","7"
"5602","MAQUINAS ELECTRICAS","2022-08-01","24"
"5708","DISEÑO DE CIRCUITOS INTEGRADOS","2022-08-01","10"
"5710","INGENIERIA BIOMEDICA","2022-08-01","5"
"5713","CIRCUITOS DE RADIOFRECUENCIA","2022-08-01","6"
"5716","ELECTRONICA AVANZADA 1","2022-08-01","34"
"5718","INGENIERIA CLINICA","2022-08-01","3"
"5724","DISEÑO DE SISTEMAS MEDICOS IMPLANTABLES ACTIVOS","2022-08-01","14"
"5821","PROPAGACION EN ENTORNOS URBANOS","2022-08-01","2"
"5824","REDES DE DATOS 1","2022-08-01","84"
"5847","PROCESAMIENTO DE IMAGENES PARA BIOLOGIA Y MEDICINA","2022-08-01","7"
"5848","COMUNICACIONES INALAMBRICAS","2022-08-01","6"
"5851","TECNOLOGIA DE SERVICIOS AUDIOVISUALES","2022-08-01","3"
"5852","FUNDAMENTOS DE APRENDIZAJE AUTOMATICO Y RECONOCIMIENTO DE PATRONES","2022-08-01","46"
"5854","SEMINARIO DE APRENDIZAJE AUTOMATICO P/ LA PREDICCION GENOMICA","2022-08-01","3"
"5857","LABORATORIO DE MEDIDAS FISICAS","2022-08-01","19"
"5905","SISTEMAS Y CONTROL","2022-08-01","91"
"5910","INT. A LOS PLC","2022-08-01","4"
"5914","ALGEBRA LINEAL NUMERICA","2022-08-01","2"
"A65","HIGIENE Y SERV. DE PLANTAS PROC. DE ALIMENTOS","2022-08-01","22"
"A88","PASANTIA-TRABAJO PRACTICO DE GRADO,MOD.1","2022-08-01","11"
"LIB10","TALLER DE INGENIERÍA BIOLÓGICA II","2022-08-01","5"
"LIB55","TEORIA DE LOS CIRCUITOS","2022-08-01","3"
"MI2","MATEMATICA INICIAL","2022-08-01","202"
"P503","TECNICAS EXPERIMENTALES DE ULTRASONIDO","2022-08-01","5"
"PA033","SEMINARIO DE MERCADOS ELECTRICOS","2022-08-01","1"
"PA138","INGENIERIA CLINICA","2022-08-01","2"
"PA318","TEORIA Y ALGORITMIA DE OPTIMIZACION","2022-08-01","12"
"PA395","ENSAYOS ELECTRICOS Y EQUIPAMIENTOS DE MEDIA TENSION","2022-08-01","1"
"PA396","ALGORITMOS EVOLUTIVOS","2022-08-01","1"
"PA402","TECNOLOGIA DE SERVICIOS AUDIOVISUALES","2022-08-01","1"
"PA526","MODELADO Y PROCESAMIENTO DE GRANDES VOLUMENES DE DATOS","2022-08-01","18"
"PA593","MATEMATICA Y PROGRAMACION: POTENCIAL DIDACTICO EN EL AULA","2022-08-01","15"
"PA729","COMPUTACION CIENTIFICA EN JULIA","2022-08-01","6"
"PA760","PLASTICIDAD COMPUTACIONAL EN ESTRUCTURAS","2022-08-01","2"
"PA761","INTRODUCCION A LA CORROSION DEL HORMIGON ARMADO","2022-08-01","6"
"PA96","REDES DE SENSORES INALAMBRICOS","2022-08-01","4"
"PC108","INTRODUCCION AL PROCESAMIENTO DE LENGUAJE NATURAL","2022-08-01","2"
"PE128","PROPIEDADES OPTICAS DE MATERIALES","2022-08-01","1"
"PE225","GESTION DE TECNOLOGIAS MAS LIMPIAS","2022-08-01","4"
"PE23","DISEÑO DE CIRCUITOS INTEGRADOS CMOS ANALOGICOS Y MIXTOS ANALOGICOS DIGITAL","2022-08-01","2"
"PE385","COMUNICACIONES INALAMBRICAS","2022-08-01","2"
"PE407","ENERGIA SOLAR FOTOVOLTAICA","2022-08-01","2"
"PE42","INGENIERIA BIOMEDICA","2022-08-01","2"
"PE447","RECUPERACION DE INFORMACION Y RECOMENDACIONES EN LA WEB (WEBIR)","2022-08-01","2"
"PM180","PROGRAMACION PARALELA CON R Y RSTUDIO","2022-08-01","2"
"PM60","ESTADISTICA MULTIVARIADA COMPUTACIONAL","2022-08-01","12"
"Q100","TECNOLOGIA Y SERV. INDUSTRIALES 2","2022-08-01","35"
"Q101","INGENIERIA AMBIENTAL PARA LA INDUSTRIA DE PROCESOS","2022-08-01","8"
"Q102","INT. A LA INGENIERIA QUIMICA","2022-08-01","205"
"Q106","ENVASES POLIMERICOS PARA LA IND. ALIMENTICIA","2022-08-01","6"
"Q28","FUND. DE LA PROD. DE CELULOSA Y PAPEL","2022-08-01","9"
"Q29","CONTROL DE LA CORROSION","2022-08-01","10"
"Q49","INT. A LA INGENIERIA DE ALIMENTOS","2022-08-01","49"
"Q57","PROYECTO INDUSTRIAL 2","2022-08-01","87"
"Q59B","INT. A LA INGENIERIA DE PROCESOS","2022-08-01","169"
"Q66","FLUIDODINAMICA","2022-08-01","116"
"Q70","INGENIERIA DE LAS REACCIONES QUIMICAS 2","2022-08-01","65"
"Q73","MECANICA APLICADA (ING.QUÍM)","2022-08-01","60"
"Q74","TRANSFERENCIA DE CALOR Y MASA 1","2022-08-01","91"
"Q77C","INT. A LA INGENIERIA BIOQUIMICA","2022-08-01","80"
"Q82","PASANTIA-TRABAJO EXPERIM. MOD.1 BASICO","2022-08-01","37"
"TCI23","PRODUCCION CARTOGRAFICA","2022-08-01","4"
"TCI25","INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.","2022-08-01","8"
"TCI26","PROYECTO","2022-08-01","3"
"TCI28","SISTEMAS DE INFORMACION GEOGR. AVANZADO","2022-08-01","13"
"TI06","ESTRUCTURAS DE DATOS Y ALGORITMOS","2022-08-01","5"
"TI07","MATEMATICA DISCRETA Y LOGICA 2","2022-08-01","1"
"TI08","SISTEMAS OPERATIVOS","2022-08-01","5"
"TI09","BASES DE DATOS I","2022-08-01","7"
"TI10","INGLES CONVERSACIONAL (ACT.COMPL.2)","2022-08-01","2"
"TI16","PROGRAMACION DE APLICACIONES","2022-08-01","14"
"TI17","ADMINISTRACION DE INFRAESTRUCTURAS","2022-08-01","12"
"TI18","INGENIERIA DE SOFTWARE","2022-08-01","20"
"TI19","PROBABILIDAD Y ESTADISTICA","2022-08-01","37"
"TI20","RELACIONES PERSONALES Y LABORALES","2022-08-01","4"
"TI21","PASANTIA LABORAL","2022-08-01","9"
"TI22","DESARR.DE APLIC.BASAD.EN TECNOL.GENEXUS","2022-08-01","6"
"TI26","TALLER DE SISTEMAS DE INFORMACION.NET","2022-08-01","6"
"TI27","PROYECTO","2022-08-01","8"
"TI32","ADMINISTRACION DE INFRAESTRUCTURAS II","2022-08-01","6"
"TI41","TALLER DE CAMBIO TECNOL.EN INST.FINANC.","2022-08-01","12"
"TI46","TALLER DE BASES DE DATOS NO SQL","2022-08-01","14"
"TIM10","TALLER 1: AJUSTE Y MONTAJE","2022-08-01","15"
"TIM11","TALLER 2: METROLOGÍA","2022-08-01","19"
"TIM12","TALLER 3: MAQUINAS HERRAMIENTAS","2022-08-01","15"
"TIM13","TALLER 4: MOTORES DE COMBUSTION INTERNA","2022-08-01","16"
"TIM14","TALLER 5: SOLDADURA","2022-08-01","20"
"TIM20","MATEMATICA 1","2022-08-01","21"
"TIM21","MATEMATICA 2","2022-08-01","33"
"TIM30","FISICA 1","2022-08-01","31"
"TIM32","INT. A LA TERMODINAMICA","2022-08-01","22"
"TIM40","INT. A LA MECANICA DE LOS FLUIDOS","2022-08-01","32"
"TIM43","MOTORES DE COMB. INT. Y TURBINAS DE GAS","2022-08-01","7"
"TIM44","GENERADORES DE VAPOR","2022-08-01","10"
"TIM45","REFRIGERACION INDUSTRIAL","2022-08-01","11"
"TIM46","INSTALACIONES GENERALES DE GASES COMBUSTIBLES","2022-08-01","2"
"TIM47","INT. A LA COMBUSTION","2022-08-01","4"
"TIM50","INT. A LA CIENCIA DE LOS MATERIALES","2022-08-01","19"
"TIM51","METALURGIA FISICA","2022-08-01","24"
"TIM53","ELEMENTOS DE MAQUINAS","2022-08-01","7"
"TIM58","PROCESADO DE TERMOPLASTICOS","2022-08-01","3"
"TIM59","ENSAYOS NO DESTRUCTIVOS","2022-08-01","2"
"TIM60","COSTOS PARA INGENIERIA","2022-08-01","16"
"TIM62","GESTION DEL MANTENIMIENTO","2022-08-01","21"
"TIM63","ESTUDIO DEL TRABAJO","2022-08-01","5"
"TIM64","PROYECTO DE INVERSION","2022-08-01","3"
"TIM65","SEGURIDAD INDUSTRIAL","2022-08-01","12"
"TIM70","INT. A LA ELECTROTECNIA","2022-08-01","32"
"TIM73","INSTALACIONES ELECTRICAS","2022-08-01","6"
"TIM74","AUTOMATAS PROGRAMABLES","2022-08-01","7"
"TIM75","HIDRAULICA Y NEUMATICA","2022-08-01","6"
"TIM80","PASANTIA","2022-08-01","10"
"TIM81","INGLES TECNICO","2022-08-01","3"
"TTR13","TALLER DE GESTION DE REDES","2022-08-01","3"
"2060","PASANTIA","2022-08-02","5"
"PF75","ANALISIS DE FOURIER EN OPTICA CLASICA","2022-08-02","2"
"PE475","PLANIFICACION DE LA EXPANSION DE LA GENERACION DE SISTEMAS ELECTRICOS","2022-08-03","11"
"PC153","CIENCIA DE DATOS Y LENGUAJE NATURAL","2022-08-05","3"
"PA312","MULTIMEDIA SOBRE IP","2022-08-08","1"
"PA370","APRENDIZAJE AUTOMATICO","2022-08-08","13"
"PA585","CIENCIA, TECNOLOGIA, INNOVACION Y SOCIEDAD (CTI Y SOCIEDAD)","2022-08-09","4"
"PA689","CENTRO DE ENSAYOS DE SOFTWARE: TALLER DE TESTING FUNCIONAL","2022-08-09","11"
"PC137","CENTRO DE ENSAYOS DE SOFTWARE: TALLER DE TESTING DE PERFORMANCE","2022-08-09","2"
"PC201","CENTRO DE ENSAYOS DE SOFTWARE: TALLER DE AUTOMATIZACION DEL TESTING FUNCIONAL","2022-08-09","18"
"PM110","APRENDIZAJE AUTOMATICO PARA DATOS EN GRAFOS","2022-08-15","36"
"PA687","CENTRO DE ENSAYOS DE SOFTWARE: TECNICAS DE TESTING FUNCIONAL 1","2022-08-16","80"
"PC166","CENTRO DE ENSAYOS DE SOFTWARE: METODOLOGIA Y GESTION DEL TESTING 2","2022-08-16","12"
"Q18","MOD. DE PRACT. EN ING. DE LOS PROC. QUIM.2","2022-08-20","2"
"PA635","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCIÓN A LAS BASES DE DATOS PARA TESTERS","2022-08-23","37"
"PA690","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION A LA GESTION DE INCIDENTES","2022-08-23","44"
"PA98","RELACIONES PERSONALES EN INGENIERIA DE SOFTWARE","2022-08-29","9"
"PE51","INTRODUCCION A LOS PLC`S","2022-08-29","8"
"PA588","DERECHO AMBIENTAL","2022-08-30","11"
"PE341","GENERACION EOLICA","2022-08-30","4"
"PA730","TALLER ESTUDIO DE LA FISICA DE CELDAS SOLARES (TEFCS)","2022-09-01","2"
"PA465","ALIMENTOS Y PROCESO SALUD- ENFERMEDAD","2022-09-05","1"
"PA466","LABORATORIO CREATIVO (LABC)","2022-09-05","3"
"PA634","PGT_TD TRANSFORMACION DIGITAL","2022-09-05","3"
"PA675","HIDRAULICA MARITIMA AVANZADA","2022-09-05","5"
"PA755","COMPUESTOS BIOACTIVOS Y ALIMENTOS FUNCIONALES. DES. Y APLIC. EN LA IND. ALIMENT.","2022-09-05","9"
"PG17","INNOVACION EN LA SOCIEDAD URUGUAYA","2022-09-05","2"
"PE282","AMBIENTE, SOCIEDAD Y DESARROLLO","2022-09-06","5"
"PE361","INTRODUCCION A LA AUDITORIA DE SISTEMAS DE INFORMACION","2022-09-13","15"
"PA686","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION AL TESTING FUNCIONAL","2022-09-20","43"
"PC138","CENTRO DE ENSAYOS DE SOFTWARE: INTROD. A LA AUTOMATIZACION DEL TESTING FUNCIONAL","2022-09-20","36"
"PC162","CENTRO DE ENSAYOS DE SOFTWARE: CALIDAD DE CODIGO Y TESTING","2022-09-20","17"
"PE336","OPTIMIZACION TERMODINAMICA DE MAQUINAS TERMICAS","2022-09-21","7"
"PQ300","PROCESOS CON MEMBRANAS","2022-09-21","1"
"PA567","VEHICULOS HIBRIDOS, ELECTRICOS Y A HIDROGENO","2022-09-26","8"
"PA625","INGENIERIA DE BIOPROCESOS","2022-09-27","2"
"PC138","CENTRO DE ENSAYOS DE SOFTWARE: INTROD. A LA AUTOMATIZACION DEL TESTING FUNCIONAL","2022-09-27","77"
"PE530","DISEÑO DE ANTENAS","2022-10-01","2"
"1267","TALLER REPR. Y COM. GRAFICA - MODULO_CIVIL","2022-10-03","13"
"1269","TALLER DE REPRESENTACION Y COMUNICACION GRAFICA_MODULO B","2022-10-03","63"
"PA110","EFICIENCIA ENERGETICA","2022-10-03","12"
"PA292","TECNICAS DE DESCOMPOSICION EN PROGRAMACION MATEMATICA","2022-10-03","6"
"PA558","GEOTERMIA","2022-10-03","8"
"PA587","TEORIA DE JUEGOS EVOLUTIVOS","2022-10-03","1"
"PC239","REDES DE COMPUTADORAS","2022-10-03","13"
"PE029","COMPLEMENTO DE TEMAS AVANZADOS EN SISTEMAS INALAMBRICOS(CTASI)","2022-10-05","1"
"PI201","DISEÑO, CONSTRUCCIÓN Y CONTROL DEL HORMIGÓN CON FIBRA","2022-10-05","8"
"PA44","CONTAMINACION ATMOSFERICA","2022-10-10","11"
"PA685","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION AL TESTING DE SOFTWARE","2022-10-11","22"
"PC232","TECNICAS DE CALIDAD DE SOFTWARE PARA PROYECTOS AGILES Y TRADICIONALES","2022-10-11","7"
"PC233","CENTRO DE ENSAYOS DE SOFTWARE: METODOLOGIA Y GESTION DEL TESTING I","2022-10-11","23"
"PA674","ALIMENTOS VIVOS Y BEBIDAS FERMENTADAS: SABOR Y SALUD","2022-10-12","3"
"PA791","TOPOGRAFIA GENERAL - CONCEPTOS Y APLICACIONES PRACTICAS (C. PARA PERS. DE ANCAP)","2022-10-17","6"
"PE247","PLANIFICACION DE SISTEMAS DE DISTRIBUCION","2022-10-24","5"
"PC135","CENTRO DE ENSAYOS DE SOFTWARE: TESTING DE SERVICIOS WEB","2022-10-25","10"
"PC149","CENTRO DE ENSAYOS DE SOFTWARE: DOCUMENTACION Y REPORTES","2022-10-25","34"
"PC158","CENTRO DE ENSAYOS DE SOFTWARE: PROYECTO EN TESTING DE SOFTWARE","2022-10-25","13"
"PA513","TECNOLOGIAS ACTUALES EN MOTORES DE COMBUSTION INTERNA","2022-10-31","1"
"PA566","REDES NEURONALES GENERATIVAS PROFUNDAS: FUNDAMENTOS Y RESOLUCION DE PROBLEMAS","2022-10-31","10"
"PI203","INTRODUCCIÓN AL APRENDIZAJE PROFUNDO EN CIENCIA E INGENIERÍA","2022-10-31","4"
"PC149","CENTRO DE ENSAYOS DE SOFTWARE: DOCUMENTACION Y REPORTES","2022-11-01","73"
"PC240","GESTIÓN DE CALIDAD DE DATOS PARA GOBIERNO DIGITAL","2022-11-01","22"
"PG86","FILOSOFIA Y METODOLOGIA LEAN EN LA PRACTICA ACTUAL","2022-11-01","6"
"PC235","PRINCIPIOS DE SIMULACION PARA SISTEMAS CIBER-FISICOS Y GEMELOS DIGITALES","2022-11-07","3"
"PC342","MINERIA DE PROCESOS DE NEGOCIO: FUNDAMENTOS Y APLICACIONES","2022-11-08","13"
"PA453","EVOLUCION DE SOFTWARE","2022-11-14","5"
"PA690","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION A LA GESTION DE INCIDENTES","2022-11-15","22"
"PA635","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCIÓN A LAS BASES DE DATOS PARA TESTERS","2022-11-22","38"
"PA338","FUNDAMENTOS DE INFORMATICA URBANA: ANALISIS Y PROCESAMIENTO DE DATOS","2022-12-02","18"
"PC238","CONCEPTOS Y HERRAMIENTAS PARA LA RESOLUC. DE PROBLEMAS DE OPTIMIZ. MULTIOBJETIVO","2022-12-12","3"
"2011","PASANTIA (ELECTRICA)","2023-02-01","9"
"EP5","CENTRO DE ENSAYOS DE SOFTWARE: TÉCNICAS DE TESTING FUNCIONAL 1","2023-02-01","31"
"PA686","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION AL TESTING FUNCIONAL","2023-02-07","22"
"A88","PASANTIA-TRABAJO PRACTICO DE GRADO,MOD.1","2023-02-13","8"
"Q16","INT. A LA PREVENCION DE RIESGOS LABORALES","2023-02-13","31"
"Q21","TERMODINAMICA APL. A LA ING.DE PROCESOS","2023-02-13","81"
"Q22","FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS","2023-02-13","170"
"Q68","TRANSFERENCIA DE CALOR Y MASA 2","2023-02-13","90"
"Q69","INGENIERIA DE LAS REACCIONES QUIMICAS 1","2023-02-13","68"
"Q71","TECNOLOGIA Y SERV. INDUSTRIALES 1","2023-02-13","55"
"Q80","PROYECTO INDUSTRIAL 1","2023-02-13","44"
"Q81","INGENIERIA BIOQUIMICA","2023-02-13","55"
"Q82","PASANTIA-TRABAJO EXPERIM. MOD.1 BASICO","2023-02-13","27"
"Q94","DINAMICA Y CONTROL DE PROCESOS","2023-02-13","41"
"1023","MATEMATICA DISCRETA 1","2023-02-27","1630"
"1025","PROBABILIDAD Y ESTADISTICA","2023-02-27","632"
"1026","MATEMATICA DISCRETA 2","2023-02-27","359"
"1027","LOGICA","2023-02-27","680"
"1030","GEOMETRIA Y ALGEBRA LINEAL 1","2023-02-27","2484"
"1031","GEOMETRIA Y ALGEBRA LINEAL 2","2023-02-27","594"
"1057","METODOS MONTECARLO","2023-02-27","11"
"1061","CALCULO DIF. E INTEGRAL EN UNA VARIABLE","2023-02-27","2087"
"1062","CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","2023-02-27","527"
"1063","CALCULO VECTORIAL","2023-02-27","344"
"1066","FUNCIONES DE VARIABLE COMPLEJA","2023-02-27","104"
"1122","MECANICA NEWTONIANA","2023-02-27","415"
"1129","OPTICA","2023-02-27","8"
"1151","FISICA 1","2023-02-27","1403"
"1152","FISICA 2","2023-02-27","225"
"1153","FISICA 3","2023-02-27","373"
"1154","FISICA EXPERIMENTAL 1","2023-02-27","284"
"1215","REPRESENTACION GRAFICA PARA INDUSTRIAS DE PROC.","2023-02-27","19"
"1235","FUNDAMENTOS CELULARES DE CIRCUITOS NEURALES","2023-02-27","6"
"1266","TALLER DE REPRESENTACION Y COMUNICACION GRAFICA_MODULO A","2023-02-27","188"
"1271","CIUDADANIA EN ENTORNOS DIGITALES","2023-02-27","41"
"1307","PROGRAMACION PARA INGENIERIA ELECTRICA","2023-02-27","69"
"1316","INT. A LA COMPUTACION GRAFICA","2023-02-27","37"
"1321","PROGRAMACION 2","2023-02-27","647"
"1324","PROGRAMACION 4","2023-02-27","301"
"1325","TEORIA DE LENGUAJES","2023-02-27","218"
"1340","PROGRAMACION LOGICA","2023-02-27","61"
"1353","DIDACTICA DE ALGORIT.Y ESTRUCT.DE DATOS","2023-02-27","20"
"1354","PROGRAMACION FUNCIONAL","2023-02-27","160"
"1359","TALLER DE DATOS ESPAC.Y SIST.DE INF.GEO.","2023-02-27","35"
"1373","PROGRAMACION 1","2023-02-27","634"
"1418","GEODESIA 1","2023-02-27","17"
"1419","GEODESIA 3","2023-02-27","8"
"1420","CARTOGRAFIA MATEMATICA","2023-02-27","7"
"1421","GEOFISICA","2023-02-27","7"
"1450","INT. A LA TEORIA DE LA INFORMACION","2023-02-27","34"
"1457","SEÑALES Y SISTEMAS","2023-02-27","66"
"1461","MEDIDAS ELECTRICAS","2023-02-27","77"
"1462","COMUNICACIONES DIGITALES","2023-02-27","18"
"1508","MATERIALES Y ENSAYOS","2023-02-27","54"
"1513","INT. A LOS MICROPROCESADORES","2023-02-27","97"
"1522","TEORIA DE ERRORES 2","2023-02-27","10"
"1524","TOPOGRAFIA 3","2023-02-27","11"
"1527","TOPOGRAFIA 1","2023-02-27","9"
"1534","DISEÑO LOGICO 2","2023-02-27","20"
"1537","SISTEMAS OPERATIVOS","2023-02-27","285"
"1539","GESTION DE LOS RRHH. EN LA PROD. DE BIENES Y SERV.","2023-02-27","31"
"1556","SISTEMAS EMBEBIDOS PARA TIEMPO REAL","2023-02-27","41"
"1611","INT. AL ANALISIS RURAL","2023-02-27","15"
"1620","PRINCIPIOS DE QUIMICA GENERAL","2023-02-27","307"
"1631","FUNDAMENTOS DE PROGRAMACION ENTERA","2023-02-27","15"
"1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","2023-02-27","460"
"1700","PROCEDIMIENTOS CONST.PARA ESTRUCTURAS","2023-02-27","31"
"1716","INT. A LA INGENIERIA DE SOFTWARE","2023-02-27","125"
"1720","ELEMENTOS DE MAQUINAS","2023-02-27","18"
"1723","INT. A LA CIENCIA DE MATERIALES","2023-02-27","124"
"1724","METALURGIA DE TRANSFORMACION","2023-02-27","22"
"1730","PROYECTO DE GRADO","2023-02-27","26"
"1731","PASANTIA (COMPUTACION)","2023-02-27","53"
"1758","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","2023-02-27","22"
"1764","COMPORTAMIENTO MECANICO DE MATERIALES 1","2023-02-27","105"
"1767","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","2023-02-27","37"
"1775","TALLER DE SISTEMAS EMPRESARIALES","2023-02-27","43"
"1776","TALLER DE SIST. DE INF. GEO. EMPRES.","2023-02-27","31"
"1780","TALLER DE ROBOTICA EDUCATIVA","2023-02-27","15"
"1781","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","2023-02-27","20"
"1788","FUNDAMENTOS DE ROBOTICA INDUSTRIAL","2023-02-27","14"
"1805","ELEMENTOS DE MECANICA DE LOS FLUIDOS","2023-02-27","224"
"1817","AGRIMENSURA LEGAL 3","2023-02-27","8"
"1818","MOTORES DE COMBUSTION INTERNA","2023-02-27","7"
"1824","TRANSFERENCIA DE CALOR 2","2023-02-27","71"
"1828","INT. AL PROCESAMIENTO DE LENG. NATURAL","2023-02-27","65"
"1848","ROBOTICA BASADA EN COMPORTAMIENTOS","2023-02-27","4"
"1850","ENERGIA 1- COMBUSTION","2023-02-27","92"
"1851","SISTEMAS DE CONDUCCION EN ING.SANITARIA","2023-02-27","11"
"1854","CALIDAD DE AGUAS","2023-02-27","6"
"1856","MAQUINAS PARA FLUIDOS I","2023-02-27","67"
"1871","FUNDAMENTOS DE OPTIMIZACION","2023-02-27","278"
"1876","TALLER DE MINERIA DE PROCESOS DE NEGOCIO (TPM)","2023-02-27","5"
"1881","ANALISIS ESPACIAL CON MODELOS DIGITALES DE ELEVACION","2023-02-27","21"
"1885","PROYECTO (ING FÍSICO-MAT)","2023-02-27","1"
"1910","AGRIMENSURA LEGAL 1","2023-02-27","13"
"1915","ADMINISTRACION DE OPERACIONES","2023-02-27","44"
"1920","GESTION DE MANTENIMIENTO","2023-02-27","57"
"1942","FUNDAMENTOS DE LA WEB SEMANTICA","2023-02-27","100"
"1944","ADMINISTRACION GENERAL PARA INGENIEROS","2023-02-27","279"
"1949","BASES DE DATOS NO RELACIONALES","2023-02-27","40"
"1952","TALLER DE SISTEMAS CIBER-FISICOS","2023-02-27","2"
"1954","GESTION DE CALIDAD","2023-02-27","51"
"2001","TALLER","2023-02-27","17"
"2002","PASANTIA","2023-02-27","26"
"2004","PROYECTO","2023-02-27","21"
"2011","PASANTIA (ELECTRICA)","2023-02-27","13"
"2013","PROYECTO (ING.ELEC.)","2023-02-27","15"
"2020","MODULO DE TALLER 2","2023-02-27","3"
"2021","MODULO DE TALLER 3","2023-02-27","1"
"2023","AVALUACIONES 3","2023-02-27","10"
"2030","MODULO DE TALLER- INGENIERIA MECANICA","2023-02-27","1"
"2040","INICIACION A LA PROD. AUDIOVIS. Y MULTIMEDIA","2023-02-27","21"
"2040A","INICIACION A LA PRODUCCION AUDIOVISUAL Y MULTIMEDIA (AREA)","2023-02-27","1"
"2054","PROYECTO DE INGENIERIA MECANICA","2023-02-27","6"
"2060","PASANTIA","2023-02-27","2"
"2061","PROYECTO 1 (ING SIST COM.)","2023-02-27","3"
"2098","PASANTIA","2023-02-27","10"
"2099","PROYECTO","2023-02-27","10"
"2108","ELECTROTECNICA I","2023-02-27","174"
"2110","PROYECTO (AGRIM.)","2023-02-27","6"
"2207","INT. A LA MECANICA DE SUELOS","2023-02-27","58"
"2212","METEOROLOGIA DINAMICA Y SINOPTICA","2023-02-27","1"
"2216","TUTORIAS ENTRE PARES 1","2023-02-27","16"
"2217","TUTORIAS ENTRE PARES 2","2023-02-27","16"
"2231","CAMINOS Y CALLES 1","2023-02-27","57"
"2240","COSTOS","2023-02-27","73"
"2244","ELEMENTOS DE GESTION LOGISTICA","2023-02-27","39"
"2247","GEOESTADISTICA APLICADA","2023-02-27","6"
"2253","INT. A LA EVALUACION Y GESTION AMBIENTAL","2023-02-27","10"
"2309","EJERCICIOS DE INGENIERIA SANITARIA","2023-02-27","9"
"2320","HIDRODINAMICA NAVAL","2023-02-27","1"
"2366","ELASTICIDAD","2023-02-27","78"
"2371","TECNOLOGIA DEL HORMIGON","2023-02-27","42"
