"codenservicio_mat","nombre_mat","fecha_inicio","cantidad"
"1322","PROGRAMACION 1","2020-08-17","1080"
"1323","PROGRAMACION 3","2020-08-17","298"
"1327","TALLER DE PROGRAMACION","2020-08-17","181"
"1340","PROGRAMACION LOGICA","2020-08-17","91"
"1347","CONST.FORMAL DE PROGR.EN TEORIA DE TIPOS","2020-08-17","4"
"1349","COMPUTACION GRAFICA AVANZADA","2020-08-17","18"
"1350","PROGRAMACION FUNCIONAL AVANZADA","2020-08-17","5"
"1355","COMPLEJIDAD COMPUTACIONAL","2020-08-17","5"
"1411","COMPUTACION 1","2020-08-17","445"
"1413","MONOGRAFIA EN MEDIDAS ELECTRICAS","2020-08-17","1"
"1422","GEODESIA 2","2020-08-17","6"
"1437","TALLER DE SEGURIDAD INFORMATICA","2020-08-17","11"
"1443","ARQUITECTURA DE COMPUTADORAS","2020-08-17","357"
"1446","REDES DE COMPUTADORAS","2020-08-17","202"
"1456","TEORIA DE CIRCUITOS","2020-08-17","123"
"1458","DISEÑO TOPOLOGICO DE REDES","2020-08-17","10"
"1460","SEÑALES ALEATORIAS Y MODULACION","2020-08-17","56"
"1463","APRENDIZAJE PROFUNDO PARA VISION ARTIFICIAL","2020-08-17","11"
"1509","TOPOGRAFIA 2","2020-08-17","11"
"1510","CONTROL DE CALIDAD","2020-08-17","148"
"1512","DISEÑO LOGICO","2020-08-17","120"
"1521","TEORIA DE ERRORES 1","2020-08-17","10"
"1524","TOPOGRAFIA 3","2020-08-17","5"
"1526","TEORIA DE INSTRUMENTAL","2020-08-17","8"
"1537","SISTEMAS OPERATIVOS","2020-08-17","29"
"1543","INT. AL NEGOCIO DEL SOFTWARE","2020-08-17","119"
"1612","ASTRONOMIA GEODESICA","2020-08-17","11"
"1614","AVALUACIONES 1","2020-08-17","11"
"1617","SIMULACION A EVENTOS DISCRETOS","2020-08-17","3"
"1618","AVALUACIONES 2","2020-08-17","14"
"1619","CATASTRO","2020-08-17","7"
"1624","MODELADO Y OPTIMIZACION","2020-08-17","10"
"1633","TEORIA, ALGORIT. Y APLIC. DE GEST. LOGIS","2020-08-17","19"
"1634","ANALISIS DE DATOS EN REDES COMPLEJAS","2020-08-17","5"
"1637","ALGORITMOS EVOLUTIVOS","2020-08-17","26"
"1638","REFRIGERACION","2020-08-17","45"
"1715","INT. A LA CONSTRUCCION","2020-08-17","98"
"1718","DINAMICA DE MAQUINAS Y VIBRACION","2020-08-17","3"
"1719","METALURGIA FISICA","2020-08-17","66"
"1721","PROYECTO DE INGENIERIA DE SOFTWARE","2020-08-17","117"
"1727","MATERIALES COMPUESTOS","2020-08-17","2"
"1729","TRANSPORTE INDUSTRIAL","2020-08-17","8"
"1730","PROYECTO DE GRADO","2020-08-17","24"
"1731","PASANTIA (COMPUTACION)","2020-08-17","42"
"1742","TALLER DE VERIFICACION DEL SOFTWARE","2020-08-17","6"
"1751","TALLER DE SISTEMAS DE INFORMACION 1","2020-08-17","27"
"1765","COMPORTAMIENTO MECANICO DE MATERIALES 2","2020-08-17","94"
"1770","TALLER DE ING.DIRIGIDA POR MODELOS","2020-08-17","14"
"1773","INGENIERIA DE SOFTWARE EMPIRICA","2020-08-17","21"
"1777","PROFESION EN INGENIERIA DE SOFTWARE","2020-08-17","17"
"1779","INVESTIGACION DE OPER.Y GEST. DE RIESGOS","2020-08-17","54"
"1815","GENERADORES DE VAPOR","2020-08-17","46"
"1823","TRANSFERENCIA DE CALOR 1","2020-08-17","65"
"1828","INT. AL PROCESAMIENTO DE LENG. NATURAL","2020-08-17","66"
"1833","HIDROLOGIA E HIDRAULICA APLICADAS","2020-08-17","61"
"1847","HIDROLOGIA AVANZADA II","2020-08-17","11"
"1852","DISEÑO DE REDES DE COND.EN ING.SANITARIA","2020-08-17","6"
"1853","POTABILIZACION DE AGUAS","2020-08-17","15"
"1855","GESTION DE CALIDAD AMBIENTAL","2020-08-17","11"
"1858","FOTOGRAMETRIA","2020-08-17","16"
"1859","MAQUINAS PARA FLUIDOS II","2020-08-17","8"
"1862","ACTIVIDAD INTEGRADORA A","2020-08-17","2"
"1911","FUNDAMENTOS DE BASES DE DATOS","2020-08-17","237"
"1913","AGRIMENSURA LEGAL 2","2020-08-17","14"
"1922","COSTOS PARA INGENIERIA","2020-08-17","135"
"1926","INT. A LOS SIST. DE INFOR. GEOGRAFICA","2020-08-17","11"
"1927","TEORIA DE RESTRICCIONES","2020-08-17","42"
"1933","TECNICAS AVANZADAS PARA LA GEST. DE SIST. DE INF.","2020-08-17","47"
"1938","RECUPERACION DE INF. Y RECOMEND. EN LA WEB (WIR)","2020-08-17","53"
"1941","INTEGRACION DE DATOS","2020-08-17","24"
"1945","PRACTICA DE ADMINISTRACION PARA INGENIEROS","2020-08-17","151"
"1946","TALLER DE ADMINISTRACION PARA INGENIERIA CIVIL","2020-08-17","2"
"1948","INT. AL MIDDLEWARE","2020-08-17","28"
"1951","TALLER: HERRAMIENTAS PARA LA INNOVACION","2020-08-17","31"
"1952","TALLER DE SISTEMAS CIBER-FISICOS","2020-08-17","2"
"1953","BASES DE DATOS Y SISTEMAS DE INFORMACION","2020-08-17","36"
"2001","TALLER","2020-08-17","42"
"2002","PASANTIA","2020-08-17","27"
"2011","PASANTIA (ELECTRICA)","2020-08-17","30"
"2013","PROYECTO (ING.ELEC.)","2020-08-17","20"
"2014","AGRIMENSURA LEGAL 4","2020-08-17","5"
"2019","PROYECTO (ING.NAVAL)","2020-08-17","6"
"2020","MODULO DE TALLER 2","2020-08-17","3"
"2022","MODULO DE TALLER 4","2020-08-17","3"
"2025","DISEÑO CATASTRAL","2020-08-17","5"
"2030","MODULO DE TALLER- INGENIERIA MECANICA","2020-08-17","4"
"2032","MODULO DE EXTENSION- INGENIERIA MECANICA","2020-08-17","4"
"2033","TALLER 2:MODEL.CUANT.PARA PROBL.DE PROD.","2020-08-17","49"
"2035","TALLER 4:MEJORA DE LA COMPETITIVIDAD","2020-08-17","22"
"2037","OPTIMIZACION DE PROBLEMAS DE PRODUCCION","2020-08-17","32"
"2038","TIEMPOS Y METODOS","2020-08-17","27"
"2039","EVALUACION ECON.Y FINAN.DE PROY.DE INV.","2020-08-17","34"
"2040","INICIACION A LA PROD. AUDIOVIS. Y MULTIMEDIA","2020-08-17","47"
"2098","PASANTIA","2020-08-17","16"
"2109","ELECTROTECNICA II","2020-08-17","85"
"2110","PROYECTO (AGRIM.)","2020-08-17","10"
"2200","SISTEMAS OLEOHIDRAULICOS Y NEUMATICOS","2020-08-17","27"
"2206","GEOLOGIA DE INGENIERIA","2020-08-17","82"
"2217","TUTORIAS ENTRE PARES 2","2020-08-17","1"
"2218","LABORATORIO DE MECANICA DE SUELOS","2020-08-17","24"
"2232","CAMINOS Y CALLES 2","2020-08-17","38"
"2242","PLANIFICACION","2020-08-17","25"
"2246","SEGURIDAD EN LA CONSTRUCCION","2020-08-17","58"
"2247","GEOESTADISTICA APLICADA","2020-08-17","2"
"2256","ELEMENTOS DE INGENIERIA AMBIENTAL","2020-08-17","151"
"2258","INT. AL SISTEMA CLIMATICO","2020-08-17","2"
"2315","INT. A LA INGENIERIA SANITARIA","2020-08-17","109"
"2316","TRATAMIENTO DE EFLUENTES","2020-08-17","14"
"2321","LABORATORIO DE TECNOLOGIA DEL HORMIGON","2020-08-17","5"
"2352","PROCEDIMIENTOS CONST. OBRAS VIALES Y SUELO","2020-08-17","53"
"2356","MAMPOSTERIA ESTRUCTURAL","2020-08-17","21"
"2368","RESISTENCIA DE MATERIALES 1","2020-08-17","94"
"2379","LABORATORIO DE RESISTENCIA DE MATERIALES","2020-08-17","15"
"2380","MET. COMPUT.APLIC.AL CALCULO ESTRUCTURAL","2020-08-17","25"
"2384","ESTRUCTURAS DE MADERA","2020-08-17","40"
"2395","HORMIGON ESTRUCTURAL 2","2020-08-17","47"
"2396","OBRAS HIDRAULICAS","2020-08-17","8"
"2400","PROYECTO TRANSPORTE 1","2020-08-17","4"
"2405","PROYECTO HIDRAULICA-AMBIENTAL","2020-08-17","4"
"2406","PROYECTO ESTRUCTURAL 2","2020-08-17","2"
"2407","PROYECTO, PLANIF. Y CONST. DE OBRAS 2","2020-08-17","19"
"2410","PROYECTO DE INV.E INNOV.EN ING. ESTRUCT.","2020-08-17","2"
"2450","PASANTIA (CIVIL)","2020-08-17","36"
"2506","MAQUINAS Y EQUIPOS PARA TRANSPORTE","2020-08-17","5"
"2507","TRANSPORTE FLUVIAL Y MARITIMO","2020-08-17","11"
"2508","TRANSPORTE AEREO","2020-08-17","11"
"2510","INT. AL TRANSPORTE","2020-08-17","68"
"2511","TRANSPORTE URBANO","2020-08-17","12"
"2603","MAQUINARIA NAVAL","2020-08-17","1"
"5507","INSTALACIONES ELECTRICAS","2020-08-17","126"
"5511","PROYECTO DE INSTALACIONES ELECTRICAS DE BAJA Y MEDIA TENSION","2020-08-17","13"
"5519","ENSAYOS ELECTRICOS Y EQUIPOS DE MEDIA TENSION","2020-08-17","3"
"5520","TRANSPORTE DE ENERGIA ELECTRICA","2020-08-17","15"
"5602","MAQUINAS ELECTRICAS","2020-08-17","29"
"5610","TALLER LAB. ELECT. DE POTENCIA","2020-08-17","4"
"5708","DISEÑO DE CIRCUITOS INTEGRADOS","2020-08-17","9"
"5710","INGENIERIA BIOMEDICA","2020-08-17","5"
"5714","DISEÑO DE SISTEMAS MEDICOS IMPLANTABLES ACTIVOS","2020-08-17","11"
"5716","ELECTRONICA AVANZADA 1","2020-08-17","24"
"5821","PROPAGACION EN ENTORNOS URBANOS","2020-08-17","2"
"5824","REDES DE DATOS 1","2020-08-17","85"
"5828","TRATAMIENTO DE IMAGENES POR COMPUTADORA","2020-08-17","20"
"5836","REDES DE TRANSPORTE DE ALTA CAPACIDAD","2020-08-17","3"
"5848","COMUNICACIONES INALAMBRICAS","2020-08-17","8"
"5851","TECNOLOGIA DE SERVICIOS AUDIOVISUALES","2020-08-17","1"
"5852","FUNDAMENTOS DE APRENDIZAJE AUTOMATICO Y RECONOCIMIENTO DE PATRONES","2020-08-17","24"
"5857","LABORATORIO DE MEDIDAS FISICAS","2020-08-17","18"
"5905","SISTEMAS Y CONTROL","2020-08-17","91"
"5910","INT. A LOS PLC","2020-08-17","13"
"5914","ALGEBRA LINEAL NUMERICA","2020-08-17","8"
"A65","HIGIENE Y SERV. DE PLANTAS PROC. DE ALIMENTOS","2020-08-17","21"
"A88","PASANTIA-TRABAJO PRACTICO DE GRADO,MOD.1","2020-08-17","3"
"AC10","TRANSPORTE DE ENERGIA ELECTRICA","2020-08-17","2"
"AC43","REDES DE TRANSPORTE DE ALTA CAPACIDAD","2020-08-17","1"
"LIB10","TALLER DE INGENIERÍA BIOLÓGICA II","2020-08-17","3"
"MI2","MATEMATICA INICIAL","2020-08-17","170"
"PA105","FORMACION EN ROBOTICA EDUCATIVA PARA EDUCADORES","2020-08-17","7"
"PA318","TEORIA Y ALGORITMIA DE OPTIMIZACION","2020-08-17","26"
"PA591","FISICA DE LA LUZ","2020-08-17","8"
"PA597","DISEÑO DE CIRCUITOS INTEGRADOS","2020-08-17","1"
"PA598","ESTADISTICA APLICADA EN INGENIERIA HIDRAULICA Y AMBIENTAL","2020-08-17","8"
"PA599","SEMINARIO SOBRE ENCUENTROS ENTRE ARTE Y TECNOLOGIAS DE LA INFORMACION","2020-08-17","5"
"PC62","METAHEURISTICAS Y OPTIMIZACION SOBRE REDES","2020-08-17","1"
"Q101","INGENIERIA AMBIENTAL PARA LA INDUSTRIA DE PROCESOS","2020-08-17","22"
"Q77C","INT. A LA INGENIERIA BIOQUIMICA","2020-08-17","113"
"TCI23","PRODUCCION CARTOGRAFICA","2020-08-17","16"
"TCI25","INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.","2020-08-17","16"
"TCI26","PROYECTO","2020-08-17","6"
"TCI28","SISTEMAS DE INFORMACION GEOGR. AVANZADO","2020-08-17","33"
"TI06","ESTRUCTURAS DE DATOS Y ALGORITMOS","2020-08-17","29"
"TI07","MATEMATICA DISCRETA Y LOGICA 2","2020-08-17","11"
"TI08","SISTEMAS OPERATIVOS","2020-08-17","21"
"TI09","BASES DE DATOS I","2020-08-17","22"
"TI10","INGLES CONVERSACIONAL (ACT.COMPL.2)","2020-08-17","15"
"TI16","PROGRAMACION DE APLICACIONES","2020-08-17","33"
"TI17","ADMINISTRACION DE INFRAESTRUCTURAS","2020-08-17","41"
"TI18","INGENIERIA DE SOFTWARE","2020-08-17","35"
"TI19","PROBABILIDAD Y ESTADISTICA","2020-08-17","81"
"TI20","RELACIONES PERSONALES Y LABORALES","2020-08-17","27"
"TI21","PASANTIA LABORAL","2020-08-17","16"
"TI26","TALLER DE SISTEMAS DE INFORMACION.NET","2020-08-17","30"
"TI27","PROYECTO","2020-08-17","21"
"TI41","TALLER DE CAMBIO TECNOL.EN INST.FINANC.","2020-08-17","40"
"TI43","INT. AL TESTING FUNCIONAL","2020-08-17","14"
"TI46","TALLER DE BASES DE DATOS NO SQL","2020-08-17","50"
"TIM12","TALLER 3: MAQUINAS HERRAMIENTAS","2020-08-17","9"
"TIM14","TALLER 5: SOLDADURA","2020-08-17","4"
"TIM20","MATEMATICA 1","2020-08-17","5"
"TIM21","MATEMATICA 2","2020-08-17","40"
"TIM30","FISICA 1","2020-08-17","49"
"TIM32","INT. A LA TERMODINAMICA","2020-08-17","30"
"TIM40","INT. A LA MECANICA DE LOS FLUIDOS","2020-08-17","41"
"TIM43","MOTORES DE COMB. INT. Y TURBINAS DE GAS","2020-08-17","10"
"TIM44","GENERADORES DE VAPOR","2020-08-17","5"
"TIM45","REFRIGERACION INDUSTRIAL","2020-08-17","10"
"TIM47","INT. A LA COMBUSTION","2020-08-17","5"
"TIM51","METALURGIA FISICA","2020-08-17","19"
"TIM53","ELEMENTOS DE MAQUINAS","2020-08-17","6"
"TIM55","DISEÑO ASISTIDO POR COMPUTADOR","2020-08-17","15"
"TIM57","CONTROL NUMERICO COMPUTARIZADO 2","2020-08-17","4"
"TIM58","PROCESADO DE TERMOPLASTICOS","2020-08-17","3"
"TIM59","ENSAYOS NO DESTRUCTIVOS","2020-08-17","1"
"TIM60","COSTOS PARA INGENIERIA","2020-08-17","30"
"TIM62","GESTION DEL MANTENIMIENTO","2020-08-17","18"
"TIM63","ESTUDIO DEL TRABAJO","2020-08-17","4"
"TIM64","PROYECTO DE INVERSION","2020-08-17","13"
"TIM65","SEGURIDAD INDUSTRIAL","2020-08-17","16"
"TIM70","INT. A LA ELECTROTECNIA","2020-08-17","40"
"TIM73","INSTALACIONES ELECTRICAS","2020-08-17","5"
"TIM74","AUTOMATAS PROGRAMABLES","2020-08-17","2"
"PA138","INGENIERIA CLINICA","2020-08-20","1"
"PM86","MODELADO Y OPTIMIZACION","2020-08-24","4"
"PA457","MECANICA DE PAVIMENTOS","2020-08-26","3"
"PA559","MODELOS NUMERICOS DE MESOESCALA APLICADOS A INGENIERIA","2020-09-14","8"
"PA350","ENERGIA SOLAR TERMICA","2020-09-15","10"
"PA381","ARQUITECTURA DE SOFTWARE Y TECNOLOGIAS ASOCIADAS","2020-09-15","12"
"PA527","OPTIMIZACION APLICADA","2020-09-22","17"
"PA97","METODOLOGIA PARA EL ANALISIS FORENSE INFORMATICO","2020-09-22","11"
"PA481","EDICION DE TESIS Y ARTICULOS USANDO LATEX","2020-09-24","8"
"PA596","APRENDIZAJE PROFUNDO PARA VISION ARTIFICIAL","2020-09-29","22"
"2805","TALLER DE INGENIERIA CIVIL","2020-10-01","5"
"PA338","FUNDAMENTOS DE INFORMATICA URBANA: ANALISIS Y PROCESAMIENTO DE DATOS","2020-10-05","14"
"PA44","CONTAMINACION ATMOSFERICA","2020-10-05","13"
"PE156","FUNDAMENTOS DE GENERACION HIDROELECTRICA","2020-10-05","22"
"PA584","ACTUACION DEL INGENIERO AGRIMENSOR EN EL ORDENAMIENTO TERRITORIAL","2020-10-06","5"
"PA558","GEOTERMIA","2020-10-07","16"
"2388","ORDENAMIENTO TERRITORIAL 1","2020-10-17","10"
"PA552","TECNICAS DE CALIDAD DE SOFTWARE PARA PROYECTOS AGILES Y TRADICIONALES","2020-10-26","12"
"PE361","INTRODUCCION A LA AUDITORIA DE SISTEMAS DE INFORMACION","2020-11-03","5"
"PA595","MODELOS DE VISION PARA NUEVAS TECNOLOGIAS DE CAMARAS Y PANTALLAS","2020-12-01","5"
"1645","MODULO DE INVESTIGACION","2020-12-14","4"
"TCI27","MODULO DE INVESTIGACION","2020-12-14","2"
"PHS1","TRABAJO PRÁCTICO FINAL","2021-01-01","4"
"2022","MODULO DE TALLER 4","2021-02-01","4"
"PA593","MATEMATICA Y PROGRAMACION: POTENCIAL DIDACTICO EN EL AULA","2021-02-01","30"
"PA684","CENTRO DE ENSAYOS DE SOFTWARE: INTR. A LA AUTOMATIZACION DEL TESTING FUNCIONAL","2021-02-01","39"
"PE267","APRENDIZAJE AUTOMÁTICO PARA DATOS EN GRAFOS","2021-02-01","23"
"2244","ELEMENTOS DE GESTION LOGISTICA","2021-02-15","40"
"A88","PASANTIA-TRABAJO PRACTICO DE GRADO,MOD.1","2021-02-15","11"
"Q16","INT. A LA PREVENCION DE RIESGOS LABORALES","2021-02-15","36"
"Q21","TERMODINAMICA APL. A LA ING.DE PROCESOS","2021-02-15","112"
"Q22","FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS","2021-02-15","144"
"Q68","TRANSFERENCIA DE CALOR Y MASA 2","2021-02-15","133"
"Q69","INGENIERIA DE LAS REACCIONES QUIMICAS 1","2021-02-15","127"
"Q71","TECNOLOGIA Y SERV. INDUSTRIALES 1","2021-02-15","104"
"Q80","PROYECTO INDUSTRIAL 1","2021-02-15","87"
"Q81","INGENIERIA BIOQUIMICA","2021-02-15","101"
"Q82","PASANTIA-TRABAJO EXPERIM. MOD.1 BASICO","2021-02-15","30"
"Q94","DINAMICA Y CONTROL DE PROCESOS","2021-02-15","62"
"1023","MATEMATICA DISCRETA 1","2021-03-01","436"
"1025","PROBABILIDAD Y ESTADISTICA","2021-03-01","723"
"1026","MATEMATICA DISCRETA 2","2021-03-01","223"
"1027","LOGICA","2021-03-01","441"
"1030","GEOMETRIA Y ALGEBRA LINEAL 1","2021-03-01","2079"
"1031","GEOMETRIA Y ALGEBRA LINEAL 2","2021-03-01","585"
"1057","METODOS MONTECARLO","2021-03-01","4"
"1061","CALCULO DIF. E INTEGRAL EN UNA VARIABLE","2021-03-01","1873"
"1062","CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","2021-03-01","533"
"1063","CALCULO VECTORIAL","2021-03-01","383"
"1066","FUNCIONES DE VARIABLE COMPLEJA","2021-03-01","145"
"1122","MECANICA NEWTONIANA","2021-03-01","381"
"1151","FISICA 1","2021-03-01","1118"
"1152","FISICA 2","2021-03-01","194"
"1153","FISICA 3","2021-03-01","370"
"1154","FISICA EXPERIMENTAL 1","2021-03-01","269"
"1215","REPRESENTACION GRAFICA PARA INDUSTRIAS DE PROC.","2021-03-01","10"
"1220","TALLER DE DISEÑO, COM. Y REPRES. GRAFICA","2021-03-01","232"
"1307","PROGRAMACION PARA INGENIERIA ELECTRICA","2021-03-01","91"
"1316","INT. A LA COMPUTACION GRAFICA","2021-03-01","48"
"1321","PROGRAMACION 2","2021-03-01","600"
"1322","PROGRAMACION 1","2021-03-01","183"
"1324","PROGRAMACION 4","2021-03-01","263"
"1325","TEORIA DE LENGUAJES","2021-03-01","210"
"1340","PROGRAMACION LOGICA","2021-03-01","59"
"1352","COMPRESION DE DATOS SIN PERDIDA","2021-03-01","16"
"1353","DIDACTICA DE ALGORIT.Y ESTRUCT.DE DATOS","2021-03-01","26"
"1354","PROGRAMACION FUNCIONAL","2021-03-01","126"
"1359","TALLER DE DATOS ESPAC.Y SIST.DE INF.GEO.","2021-03-01","43"
"1418","GEODESIA 1","2021-03-01","10"
"1419","GEODESIA 3","2021-03-01","6"
"1420","CARTOGRAFIA MATEMATICA","2021-03-01","6"
"1421","GEOFISICA","2021-03-01","6"
"1434","COMPUTACION DE ALTA PERFORMANCE","2021-03-01","16"
"1447","COMPUT.DE PR.GRAL.EN UNID.DE PROC.GRAF.","2021-03-01","37"
"1448","ASPECTOS AVANZ. DE REDES DE COMPUTADORAS","2021-03-01","13"
"1450","INT. A LA TEORIA DE LA INFORMACION","2021-03-01","43"
"1457","SEÑALES Y SISTEMAS","2021-03-01","97"
"1461","MEDIDAS ELECTRICAS","2021-03-01","53"
"1462","COMUNICACIONES DIGITALES","2021-03-01","27"
"1508","MATERIALES Y ENSAYOS","2021-03-01","102"
"1513","INT. A LOS MICROPROCESADORES","2021-03-01","105"
"1522","TEORIA DE ERRORES 2","2021-03-01","11"
"1527","TOPOGRAFIA 1","2021-03-01","9"
"1534","DISEÑO LOGICO 2","2021-03-01","14"
"1537","SISTEMAS OPERATIVOS","2021-03-01","363"
"1539","GESTION DE LOS RRHH. EN LA PROD. DE BIENES Y SERV.","2021-03-01","27"
"1545","CRIPTOGRAFIA","2021-03-01","23"
"1556","SISTEMAS EMBEBIDOS PARA TIEMPO REAL","2021-03-01","25"
"1610","INT. A LA INVESTIGACION DE OPERACIONES","2021-03-01","487"
"1611","INT. AL ANALISIS RURAL","2021-03-01","17"
"1620","PRINCIPIOS DE QUIMICA GENERAL","2021-03-01","192"
"1631","FUNDAMENTOS DE PROGRAMACION ENTERA","2021-03-01","13"
"1700","PROCEDIMIENTOS CONST.PARA ESTRUCTURAS","2021-03-01","47"
"1716","INT. A LA INGENIERIA DE SOFTWARE","2021-03-01","176"
"1720","ELEMENTOS DE MAQUINAS","2021-03-01","29"
"1722","TEORIA DE MAQUINAS Y MECANISMOS","2021-03-01","9"
"1723","INT. A LA CIENCIA DE MATERIALES","2021-03-01","147"
"1724","METALURGIA DE TRANSFORMACION","2021-03-01","15"
"1727","MATERIALES COMPUESTOS","2021-03-01","1"
"1730","PROYECTO DE GRADO","2021-03-01","27"
"1731","PASANTIA (COMPUTACION)","2021-03-01","56"
"1749","INTERACCION PERSONA COMPUTADORA","2021-03-01","43"
"1758","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","2021-03-01","39"
"1764","COMPORTAMIENTO MECANICO DE MATERIALES 1","2021-03-01","111"
"1766","TALLER DE GEST.Y TEC.PROC.NEGOCIO (TBPM)","2021-03-01","12"
"1767","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","2021-03-01","12"
"1775","TALLER DE SISTEMAS EMPRESARIALES","2021-03-01","26"
"1776","TALLER DE SIST. DE INF. GEO. EMPRES.","2021-03-01","18"
"1778","TALLER DE PLAN Y SEG DE PROY DE SOFTWARE","2021-03-01","10"
"1780","TALLER DE ROBOTICA EDUCATIVA","2021-03-01","17"
"1781","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","2021-03-01","40"
"1805","ELEMENTOS DE MECANICA DE LOS FLUIDOS","2021-03-01","216"
"1817","AGRIMENSURA LEGAL 3","2021-03-01","14"
"1818","MOTORES DE COMBUSTION INTERNA","2021-03-01","26"
"1824","TRANSFERENCIA DE CALOR 2","2021-03-01","76"
"1835","GRAMATICAS FORMALES PARA EL LENG.NATURAL","2021-03-01","27"
"1850","ENERGIA 1- COMBUSTION","2021-03-01","99"
"1851","SISTEMAS DE CONDUCCION EN ING.SANITARIA","2021-03-01","14"
"1854","CALIDAD DE AGUAS","2021-03-01","13"
"1856","MAQUINAS PARA FLUIDOS I","2021-03-01","81"
"1857","FUNDAMENTOS DE LA ROBOTICA AUTONOMA","2021-03-01","24"
"1864","ANALISIS SEMANTICO DE LENGUAJE NATURAL","2021-03-01","10"
"1868","MODELOS ESTADISTICOS PARA CLASIF. Y REGRESION","2021-03-01","2"
"1870","MECANICA DEL TRANSPORTE DE SEDIMENTOS","2021-03-01","1"
"1871","FUNDAMENTOS DE OPTIMIZACION","2021-03-01","66"
"1910","AGRIMENSURA LEGAL 1","2021-03-01","9"
"1915","ADMINISTRACION DE OPERACIONES","2021-03-01","29"
"1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","2021-03-01","27"
"1920","GESTION DE MANTENIMIENTO","2021-03-01","43"
"1937","SISTEMAS DE INFORMACION EN SALUD","2021-03-01","10"
"1940","GESTION DE CALIDAD","2021-03-01","50"
"1942","FUNDAMENTOS DE LA WEB SEMANTICA","2021-03-01","49"
"1944","ADMINISTRACION GENERAL PARA INGENIEROS","2021-03-01","412"
"1949","BASES DE DATOS NO RELACIONALES","2021-03-01","35"
"1952","TALLER DE SISTEMAS CIBER-FISICOS","2021-03-01","4"
"2002","PASANTIA","2021-03-01","16"
"2004","PROYECTO","2021-03-01","32"
"2011","PASANTIA (ELECTRICA)","2021-03-01","26"
"2013","PROYECTO (ING.ELEC.)","2021-03-01","25"
"2018","MODULO DE TALLER 1","2021-03-01","4"
"2020","MODULO DE TALLER 2","2021-03-01","3"
"2021","MODULO DE TALLER 3","2021-03-01","2"
"2023","AVALUACIONES 3","2021-03-01","7"
"2032","MODULO DE EXTENSION- INGENIERIA MECANICA","2021-03-01","4"
"2054","PROYECTO DE INGENIERIA MECANICA","2021-03-01","9"
"2060","PASANTIA","2021-03-01","2"
"2098","PASANTIA","2021-03-01","4"
"2099","PROYECTO","2021-03-01","23"
"2108","ELECTROTECNICA I","2021-03-01","193"
"2207","INT. A LA MECANICA DE SUELOS","2021-03-01","72"
"2210","MODULO TALLER EXTENSION ING.AMBIENTAL 1","2021-03-01","3"
"2211","MODULO TALLER EXTENSION ING.AMBIENTAL 2","2021-03-01","2"
"2216","TUTORIAS ENTRE PARES 1","2021-03-01","10"
"2217","TUTORIAS ENTRE PARES 2","2021-03-01","2"
"2230","ELEMENTOS DE TOPOGRAFIA","2021-03-01","57"
"2231","CAMINOS Y CALLES 1","2021-03-01","42"
"2240","COSTOS","2021-03-01","80"
"2253","INT. A LA EVALUACION Y GESTION AMBIENTAL","2021-03-01","11"
"2309","EJERCICIOS DE INGENIERIA SANITARIA","2021-03-01","7"
"2355","HORMIGON PRETENSADO","2021-03-01","35"
"2366","ELASTICIDAD","2021-03-01","100"
"2371","TECNOLOGIA DEL HORMIGON","2021-03-01","55"
"2379","LABORATORIO DE RESISTENCIA DE MATERIALES","2021-03-01","24"
"2381","MECANICA ESTRUCTURAL","2021-03-01","41"
"2382","HORMIGON ESTRUCTURAL 1","2021-03-01","85"
"2389","PATOLOGIA DE LAS ESTRUCTURAS","2021-03-01","11"
"2391","PLANEAMIENTO ESTRATEGICO Y ESTRATEGIA COMPETITIVA","2021-03-01","12"
"2393","ESTRUCTURAS DE ACERO","2021-03-01","53"
"2394","ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS","2021-03-01","16"
"2397","HIDRAULICA FLUVIAL Y MARITIMA","2021-03-01","12"
"2399","DISEÑO HIDROLOGICO","2021-03-01","13"
"2403","PROYECTO TRANSPORTE 2","2021-03-01","5"
"2404","PROYECTO, PLANIF. Y CONST. DE OBRAS 1","2021-03-01","16"
"2405","PROYECTO HIDRAULICA-AMBIENTAL","2021-03-01","5"
"2411","PROYECTO ESTRUCTURAL ANUAL","2021-03-01","24"
"2412","ORDENAMIENTO TERRITORIAL 2","2021-03-01","7"
"2414","SISTEMAS DE REFERENCIA EN GEODESIA","2021-03-01","17"
"2450","PASANTIA (CIVIL)","2021-03-01","26"
"2504","TRANSPORTE POR CARRETERA","2021-03-01","14"
"2505","TRANSPORTE FERROVIARIO","2021-03-01","13"
"2600","ESTRUCTURAS DE BUQUES","2021-03-01","5"
"2601","ALISTAMIENTO NAVAL","2021-03-01","1"
"2605","MANTENIMIENTO DE BUQUES","2021-03-01","1"
"2706","INSTRUMENTACION INDUSTRIAL","2021-03-01","70"
